team,billing_county,county,,state_abbr,state_name,state_fips,geo_type,county_name,county_name_full,join,GEOID
Dallas Stars,"Angelina, TX",Angelina, TX,TX,Texas,48,County,Angelina County,"Angelina County, Texas",Angelina County48,#N/A
Dallas Stars,"Bosque, TX",Bosque, TX,TX,Texas,48,County,Bosque County,"Bosque County, Texas",Bosque County48,#N/A
Dallas Stars,"Twin Falls, ID",Twin Falls, ID,ID,Idaho,16,County,Twin Falls County,"Twin Falls County, Idaho",Twin Falls County16,46007
Dallas Stars,"Pottawatomie, OK",Pottawatomie, OK,OK,Oklahoma,40,County,Pottawatomie County,"Pottawatomie County, Oklahoma",Pottawatomie County40,40111
Dallas Stars,"Austin, TX",Austin, TX,TX,Texas,48,County,Austin County,"Austin County, Texas",Austin County48,#N/A
Dallas Stars,"Carter, OK",Carter, OK,OK,Oklahoma,40,County,Carter County,"Carter County, Oklahoma",Carter County40,19025
Dallas Stars,"Llano, TX",Llano, TX,TX,Texas,48,County,Llano County,"Llano County, Texas",Llano County48,48159
Dallas Stars,"Montague, TX",Montague, TX,TX,Texas,48,County,Montague County,"Montague County, Texas",Montague County48,12069
Dallas Stars,"Hardin, TX",Hardin, TX,TX,Texas,48,County,Hardin County,"Hardin County, Texas",Hardin County48,26021
Dallas Stars,"Comanche, TX",Comanche, TX,TX,Texas,48,County,Comanche County,"Comanche County, Texas",Comanche County48,19025
Dallas Stars,"Ward, TX",Ward, TX,TX,Texas,48,County,Ward County,"Ward County, Texas",Ward County48,21219
Dallas Stars,"Pushmataha, OK",Pushmataha, OK,OK,Oklahoma,40,County,Pushmataha County,"Pushmataha County, Oklahoma",Pushmataha County40,47059
Dallas Stars,"Bryan, OK",Bryan, OK,OK,Oklahoma,40,County,Bryan County,"Bryan County, Oklahoma",Bryan County40,#N/A
Dallas Stars,"Chambers, TX",Chambers, TX,TX,Texas,48,County,Chambers County,"Chambers County, Texas",Chambers County48,19025
Dallas Stars,"Upshur, TX",Upshur, TX,TX,Texas,48,County,Upshur County,"Upshur County, Texas",Upshur County48,46007
Dallas Stars,"Limestone, TX",Limestone, TX,TX,Texas,48,County,Limestone County,"Limestone County, Texas",Limestone County48,48159
Dallas Stars,"Hutchinson, TX",Hutchinson, TX,TX,Texas,48,County,Hutchinson County,"Hutchinson County, Texas",Hutchinson County48,31045
Dallas Stars,"Wharton, TX",Wharton, TX,TX,Texas,48,County,Wharton County,"Wharton County, Texas",Wharton County48,48249
Dallas Stars,"Robertson, TX",Robertson, TX,TX,Texas,48,County,Robertson County,"Robertson County, Texas",Robertson County48,47059
Dallas Stars,"Dimmit, TX",Dimmit, TX,TX,Texas,48,County,Dimmit County,"Dimmit County, Texas",Dimmit County48,19025
Dallas Stars,"Rains, TX",Rains, TX,TX,Texas,48,County,Rains County,"Rains County, Texas",Rains County48,47059
Dallas Stars,"Yoakum, TX",Yoakum, TX,TX,Texas,48,County,Yoakum County,"Yoakum County, Texas",Yoakum County48,39175
Dallas Stars,"Jack, TX",Jack, TX,TX,Texas,48,County,Jack County,"Jack County, Texas",Jack County48,31045
Dallas Stars,"Red River, TX",Red River, TX,TX,Texas,48,County,Red River County,"Red River County, Texas",Red River County48,47059
Dallas Stars,"Shelby, TX",Shelby, TX,TX,Texas,48,County,Shelby County,"Shelby County, Texas",Shelby County48,47059
Dallas Stars,"Rusk, TX",Rusk, TX,TX,Texas,48,County,Rusk County,"Rusk County, Texas",Rusk County48,47059
Dallas Stars,"Franklin, TX",Franklin, TX,TX,Texas,48,County,Franklin County,"Franklin County, Texas",Franklin County48,19025
Dallas Stars,"Lampasas, TX",Lampasas, TX,TX,Texas,48,County,Lampasas County,"Lampasas County, Texas",Lampasas County48,48159
Dallas Stars,"Harrison, TX",Harrison, TX,TX,Texas,48,County,Harrison County,"Harrison County, Texas",Harrison County48,26021
Dallas Stars,"Moore, TX",Moore, TX,TX,Texas,48,County,Moore County,"Moore County, Texas",Moore County48,12069
Dallas Stars,"La Salle, LA",La Salle, LA,LA,Louisiana,22,Parish,La Salle Parish,"La Salle Parish, Louisiana",La Salle Parish22,48159
Dallas Stars,"Gillespie, TX",Gillespie, TX,TX,Texas,48,County,Gillespie County,"Gillespie County, Texas",Gillespie County48,42031
Dallas Stars,"Orange, TX",Orange, TX,TX,Texas,48,County,Orange County,"Orange County, Texas",Orange County48,40111
Dallas Stars,"Gaines, TX",Gaines, TX,TX,Texas,48,County,Gaines County,"Gaines County, Texas",Gaines County48,42031
Dallas Stars,"Creek, OK",Creek, OK,OK,Oklahoma,40,County,Creek County,"Creek County, Oklahoma",Creek County40,19025
Dallas Stars,"Lincoln, LA",Lincoln, LA,LA,Louisiana,22,Parish,Lincoln Parish,"Lincoln Parish, Louisiana",Lincoln Parish22,48159
Dallas Stars,"Liberty, TX",Liberty, TX,TX,Texas,48,County,Liberty County,"Liberty County, Texas",Liberty County48,48159
Dallas Stars,"Mitchell, TX",Mitchell, TX,TX,Texas,48,County,Mitchell County,"Mitchell County, Texas",Mitchell County48,12069
Dallas Stars,"Crockett, TX",Crockett, TX,TX,Texas,48,County,Crockett County,"Crockett County, Texas",Crockett County48,19025
Dallas Stars,"Eastland, TX",Eastland, TX,TX,Texas,48,County,Eastland County,"Eastland County, Texas",Eastland County48,19025
Dallas Stars,"Love, OK",Love, OK,OK,Oklahoma,40,County,Love County,"Love County, Oklahoma",Love County40,48159
Dallas Stars,"Milam, TX",Milam, TX,TX,Texas,48,County,Milam County,"Milam County, Texas",Milam County48,12069
Dallas Stars,"Martin, TX",Martin, TX,TX,Texas,48,County,Martin County,"Martin County, Texas",Martin County48,12069
Dallas Stars,"Bee, TX",Bee, TX,TX,Texas,48,County,Bee County,"Bee County, Texas",Bee County48,#N/A
Dallas Stars,"Vernon, LA",Vernon, LA,LA,Louisiana,22,Parish,Vernon Parish,"Vernon Parish, Louisiana",Vernon Parish22,22115
Dallas Stars,"Stephens, TX",Stephens, TX,TX,Texas,48,County,Stephens County,"Stephens County, Texas",Stephens County48,47059
Dallas Stars,"Baylor, TX",Baylor, TX,TX,Texas,48,County,Baylor County,"Baylor County, Texas",Baylor County48,#N/A
Dallas Stars,"Bastrop, TX",Bastrop, TX,TX,Texas,48,County,Bastrop County,"Bastrop County, Texas",Bastrop County48,#N/A
Dallas Stars,"Panola, TX",Panola, TX,TX,Texas,48,County,Panola County,"Panola County, Texas",Panola County48,40111
Dallas Stars,"Duval, TX",Duval, TX,TX,Texas,48,County,Duval County,"Duval County, Texas",Duval County48,19025
Dallas Stars,"Runnels, TX",Runnels, TX,TX,Texas,48,County,Runnels County,"Runnels County, Texas",Runnels County48,47059
Dallas Stars,"Garfield, OK",Garfield, OK,OK,Oklahoma,40,County,Garfield County,"Garfield County, Oklahoma",Garfield County40,42031
Dallas Stars,"Lawrence, AL",Lawrence, AL,AL,Alabama,01,County,Lawrence County,"Lawrence County, Alabama",Lawrence County01,48159
Dallas Stars,"Wilbarger, TX",Wilbarger, TX,TX,Texas,48,County,Wilbarger County,"Wilbarger County, Texas",Wilbarger County48,48249
Dallas Stars,"Howard, TX",Howard, TX,TX,Texas,48,County,Howard County,"Howard County, Texas",Howard County48,26021
Dallas Stars,"Marshall, OK",Marshall, OK,OK,Oklahoma,40,County,Marshall County,"Marshall County, Oklahoma",Marshall County40,12069
Dallas Stars,"Dickens, TX",Dickens, TX,TX,Texas,48,County,Dickens County,"Dickens County, Texas",Dickens County48,19025
Dallas Stars,"McIntosh, OK",McIntosh, OK,OK,Oklahoma,40,County,McIntosh County,"McIntosh County, Oklahoma",McIntosh County40,12069
Dallas Stars,"Hempstead, AR",Hempstead, AR,AR,Arkansas,05,County,Hempstead County,"Hempstead County, Arkansas",Hempstead County05,26021
Dallas Stars,"Grimes, TX",Grimes, TX,TX,Texas,48,County,Grimes County,"Grimes County, Texas",Grimes County48,27025
Dallas Stars,"Uvalde, TX",Uvalde, TX,TX,Texas,48,County,Uvalde County,"Uvalde County, Texas",Uvalde County48,46007
Dallas Stars,"Grady, OK",Grady, OK,OK,Oklahoma,40,County,Grady County,"Grady County, Oklahoma",Grady County40,42031
Dallas Stars,"Polk, TX",Polk, TX,TX,Texas,48,County,Polk County,"Polk County, Texas",Polk County48,40111
Dallas Stars,"Sevier, AR",Sevier, AR,AR,Arkansas,05,County,Sevier County,"Sevier County, Arkansas",Sevier County05,47059
Dallas Stars,"Camp, TX",Camp, TX,TX,Texas,48,County,Camp County,"Camp County, Texas",Camp County48,19025
Dallas Stars,"Pittsburg, OK",Pittsburg, OK,OK,Oklahoma,40,County,Pittsburg County,"Pittsburg County, Oklahoma",Pittsburg County40,40111
Dallas Stars,"Colorado, TX",Colorado, TX,TX,Texas,48,County,Colorado County,"Colorado County, Texas",Colorado County48,19025
Dallas Stars,"Stevens, KS",Stevens, KS,KS,Kansas,20,County,Stevens County,"Stevens County, Kansas",Stevens County20,47059
Dallas Stars,"Newton, AR",Newton, AR,AR,Arkansas,05,County,Newton County,"Newton County, Arkansas",Newton County05,12069
Dallas Stars,"Dawson, TX",Dawson, TX,TX,Texas,48,County,Dawson County,"Dawson County, Texas",Dawson County48,19025
Dallas Stars,"Washington, OK",Washington, OK,OK,Oklahoma,40,County,Washington County,"Washington County, Oklahoma",Washington County40,21219
Dallas Stars,"Fayette, TX",Fayette, TX,TX,Texas,48,County,Fayette County,"Fayette County, Texas",Fayette County48,19025
Dallas Stars,"Acadia, LA",Acadia, LA,LA,Louisiana,22,Parish,Acadia Parish,"Acadia Parish, Louisiana",Acadia Parish22,#N/A
Dallas Stars,"Winkler, TX",Winkler, TX,TX,Texas,48,County,Winkler County,"Winkler County, Texas",Winkler County48,48249
Dallas Stars,"Schleicher, TX",Schleicher, TX,TX,Texas,48,County,Schleicher County,"Schleicher County, Texas",Schleicher County48,47059
Dallas Stars,"Warren, MS",Warren, MS,MS,Mississippi,28,County,Warren County,"Warren County, Mississippi",Warren County28,21219
Dallas Stars,"Knox, TX",Knox, TX,TX,Texas,48,County,Knox County,"Knox County, Texas",Knox County48,48159
Dallas Stars,"Wilcox, AL",Wilcox, AL,AL,Alabama,01,County,Wilcox County,"Wilcox County, Alabama",Wilcox County01,48249
Dallas Stars,"Morris, TX",Morris, TX,TX,Texas,48,County,Morris County,"Morris County, Texas",Morris County48,12069
Dallas Stars,"Lamb, TX",Lamb, TX,TX,Texas,48,County,Lamb County,"Lamb County, Texas",Lamb County48,48159
Dallas Stars,"Gray, TX",Gray, TX,TX,Texas,48,County,Gray County,"Gray County, Texas",Gray County48,27025
Dallas Stars,"Alfalfa, OK",Alfalfa, OK,OK,Oklahoma,40,County,Alfalfa County,"Alfalfa County, Oklahoma",Alfalfa County40,#N/A
Dallas Stars,"Refugio, TX",Refugio, TX,TX,Texas,48,County,Refugio County,"Refugio County, Texas",Refugio County48,47059
Dallas Stars,"Pike, AR",Pike, AR,AR,Arkansas,05,County,Pike County,"Pike County, Arkansas",Pike County05,40111
Dallas Stars,"Lynn, TX",Lynn, TX,TX,Texas,48,County,Lynn County,"Lynn County, Texas",Lynn County48,48159
Dallas Stars,"Ashley, AR",Ashley, AR,AR,Arkansas,05,County,Ashley County,"Ashley County, Arkansas",Ashley County05,#N/A
Dallas Stars,"De Soto, LA",De Soto, LA,LA,Louisiana,22,Parish,De Soto Parish,"De Soto Parish, Louisiana",De Soto Parish22,19025
Dallas Stars,"Deaf Smith, TX",Deaf Smith, TX,TX,Texas,48,County,Deaf Smith County,"Deaf Smith County, Texas",Deaf Smith County48,19025
Dallas Stars,"Attala, MS",Attala, MS,MS,Mississippi,28,County,Attala County,"Attala County, Mississippi",Attala County28,#N/A
Dallas Stars,"Kleberg, TX",Kleberg, TX,TX,Texas,48,County,Kleberg County,"Kleberg County, Texas",Kleberg County48,48159
Dallas Stars,"Polk, AR",Polk, AR,AR,Arkansas,05,County,Polk County,"Polk County, Arkansas",Polk County05,40111
Dallas Stars,"St. Landry, LA",St. Landry, LA,LA,Louisiana,22,Parish,St. Landry Parish,"St. Landry Parish, Louisiana",St. Landry Parish22,47059
Dallas Stars,"Jim Wells, TX",Jim Wells, TX,TX,Texas,48,County,Jim Wells County,"Jim Wells County, Texas",Jim Wells County48,47087
Dallas Stars,"Titus, TX",Titus, TX,TX,Texas,48,County,Titus County,"Titus County, Texas",Titus County48,46007
Dallas Stars,"Aransas, TX",Aransas, TX,TX,Texas,48,County,Aransas County,"Aransas County, Texas",Aransas County48,#N/A
Dallas Stars,"Beaver, UT",Beaver, UT,UT,Utah,49,County,Beaver County,"Beaver County, Utah",Beaver County49,#N/A
Dallas Stars,"Tillman, OK",Tillman, OK,OK,Oklahoma,40,County,Tillman County,"Tillman County, Oklahoma",Tillman County40,46007
Dallas Stars,"Jasper, TX",Jasper, TX,TX,Texas,48,County,Jasper County,"Jasper County, Texas",Jasper County48,47087
Dallas Stars,"Archer, TX",Archer, TX,TX,Texas,48,County,Archer County,"Archer County, Texas",Archer County48,#N/A
Dallas Stars,"Hall, TX",Hall, TX,TX,Texas,48,County,Hall County,"Hall County, Texas",Hall County48,27025
Dallas Stars,"Woods, OK",Woods, OK,OK,Oklahoma,40,County,Woods County,"Woods County, Oklahoma",Woods County40,1067
Dallas Stars,"Mills, TX",Mills, TX,TX,Texas,48,County,Mills County,"Mills County, Texas",Mills County48,12069
Dallas Stars,"Coleman, TX",Coleman, TX,TX,Texas,48,County,Coleman County,"Coleman County, Texas",Coleman County48,19025
Dallas Stars,"Somervell, TX",Somervell, TX,TX,Texas,48,County,Somervell County,"Somervell County, Texas",Somervell County48,47059
Dallas Stars,"Bourbon, KS",Bourbon, KS,KS,Kansas,20,County,Bourbon County,"Bourbon County, Kansas",Bourbon County20,#N/A
Dallas Stars,"Swisher, TX",Swisher, TX,TX,Texas,48,County,Swisher County,"Swisher County, Texas",Swisher County48,46007
Dallas Stars,"Columbia, AR",Columbia, AR,AR,Arkansas,05,County,Columbia County,"Columbia County, Arkansas",Columbia County05,19025
Dallas Stars,"Madison, TX",Madison, TX,TX,Texas,48,County,Madison County,"Madison County, Texas",Madison County48,48159
Dallas Stars,"Sabine, TX",Sabine, TX,TX,Texas,48,County,Sabine County,"Sabine County, Texas",Sabine County48,47059
Dallas Stars,"Calhoun, AR",Calhoun, AR,AR,Arkansas,05,County,Calhoun County,"Calhoun County, Arkansas",Calhoun County05,23001
Dallas Stars,"Greeley, KS",Greeley, KS,KS,Kansas,20,County,Greeley County,"Greeley County, Kansas",Greeley County20,27025
Dallas Stars,"Pecos, TX",Pecos, TX,TX,Texas,48,County,Pecos County,"Pecos County, Texas",Pecos County48,40111
Dallas Stars,"Coke, TX",Coke, TX,TX,Texas,48,County,Coke County,"Coke County, Texas",Coke County48,19025
Dallas Stars,"Real, TX",Real, TX,TX,Texas,48,County,Real County,"Real County, Texas",Real County48,47059
Dallas Stars,"Lee, TX",Lee, TX,TX,Texas,48,County,Lee County,"Lee County, Texas",Lee County48,48159
Dallas Stars,"Shackelford, TX",Shackelford, TX,TX,Texas,48,County,Shackelford County,"Shackelford County, Texas",Shackelford County48,47059
Dallas Stars,"Delta, TX",Delta, TX,TX,Texas,48,County,Delta County,"Delta County, Texas",Delta County48,19025
Dallas Stars,"Crane, TX",Crane, TX,TX,Texas,48,County,Crane County,"Crane County, Texas",Crane County48,19025
Dallas Stars,"Kiowa, OK",Kiowa, OK,OK,Oklahoma,40,County,Kiowa County,"Kiowa County, Oklahoma",Kiowa County40,48159
Dallas Stars,"Falls, TX",Falls, TX,TX,Texas,48,County,Falls County,"Falls County, Texas",Falls County48,19025
Dallas Stars,"Latimer, OK",Latimer, OK,OK,Oklahoma,40,County,Latimer County,"Latimer County, Oklahoma",Latimer County40,48159
Dallas Stars,"Marion, TX",Marion, TX,TX,Texas,48,County,Marion County,"Marion County, Texas",Marion County48,12069
Dallas Stars,"Sumter, AL",Sumter, AL,AL,Alabama,01,County,Sumter County,"Sumter County, Alabama",Sumter County01,47059
Dallas Stars,"Calhoun, TX",Calhoun, TX,TX,Texas,48,County,Calhoun County,"Calhoun County, Texas",Calhoun County48,19025
Detroit Red Wings,"Oakland, MI",Oakland, MI,MI,Michigan,26,County,Oakland County,"Oakland County, Michigan",Oakland County26,12069
Detroit Red Wings,"Wayne, MI",Wayne, MI,MI,Michigan,26,County,Wayne County,"Wayne County, Michigan",Wayne County26,21219
Detroit Red Wings,"Macomb, MI",Macomb, MI,MI,Michigan,26,County,Macomb County,"Macomb County, Michigan",Macomb County26,48159
Detroit Red Wings,"Kent, MI",Kent, MI,MI,Michigan,26,County,Kent County,"Kent County, Michigan",Kent County26,48159
Detroit Red Wings,"Genesee, MI",Genesee, MI,MI,Michigan,26,County,Genesee County,"Genesee County, Michigan",Genesee County26,42031
Detroit Red Wings,"Livingston, MI",Livingston, MI,MI,Michigan,26,County,Livingston County,"Livingston County, Michigan",Livingston County26,48159
Detroit Red Wings,"Washtenaw, MI",Washtenaw, MI,MI,Michigan,26,County,Washtenaw County,"Washtenaw County, Michigan",Washtenaw County26,21219
Detroit Red Wings,"Lucas, OH",Lucas, OH,OH,Ohio,39,County,Lucas County,"Lucas County, Ohio",Lucas County39,48159
Detroit Red Wings,"St. Clair, MI",St. Clair, MI,MI,Michigan,26,County,St. Clair County,"St. Clair County, Michigan",St. Clair County26,47059
Detroit Red Wings,"Kalamazoo, MI",Kalamazoo, MI,MI,Michigan,26,County,Kalamazoo County,"Kalamazoo County, Michigan",Kalamazoo County26,48159
Detroit Red Wings,"Monroe, MI",Monroe, MI,MI,Michigan,26,County,Monroe County,"Monroe County, Michigan",Monroe County26,12069
Detroit Red Wings,"Ingham, MI",Ingham, MI,MI,Michigan,26,County,Ingham County,"Ingham County, Michigan",Ingham County26,31045
Detroit Red Wings,"Saginaw, MI",Saginaw, MI,MI,Michigan,26,County,Saginaw County,"Saginaw County, Michigan",Saginaw County26,47059
Detroit Red Wings,"Jackson, MI",Jackson, MI,MI,Michigan,26,County,Jackson County,"Jackson County, Michigan",Jackson County26,31045
Detroit Red Wings,"Ottawa, MI",Ottawa, MI,MI,Michigan,26,County,Ottawa County,"Ottawa County, Michigan",Ottawa County26,40111
Detroit Red Wings,"Muskegon, MI",Muskegon, MI,MI,Michigan,26,County,Muskegon County,"Muskegon County, Michigan",Muskegon County26,12069
Detroit Red Wings,"Grand Traverse, MI",Grand Traverse, MI,MI,Michigan,26,County,Grand Traverse County,"Grand Traverse County, Michigan",Grand Traverse County26,42031
Detroit Red Wings,"Bay, MI",Bay, MI,MI,Michigan,26,County,Bay County,"Bay County, Michigan",Bay County26,#N/A
Detroit Red Wings,"Eaton, MI",Eaton, MI,MI,Michigan,26,County,Eaton County,"Eaton County, Michigan",Eaton County26,19025
Detroit Red Wings,"Midland, MI",Midland, MI,MI,Michigan,26,County,Midland County,"Midland County, Michigan",Midland County26,12069
Detroit Red Wings,"Wood, OH",Wood, OH,OH,Ohio,39,County,Wood County,"Wood County, Ohio",Wood County39,1067
Detroit Red Wings,"Calhoun, MI",Calhoun, MI,MI,Michigan,26,County,Calhoun County,"Calhoun County, Michigan",Calhoun County26,19025
Detroit Red Wings,"Lapeer, MI",Lapeer, MI,MI,Michigan,26,County,Lapeer County,"Lapeer County, Michigan",Lapeer County26,48159
Detroit Red Wings,"Allegan, MI",Allegan, MI,MI,Michigan,26,County,Allegan County,"Allegan County, Michigan",Allegan County26,#N/A
Detroit Red Wings,"Lenawee, MI",Lenawee, MI,MI,Michigan,26,County,Lenawee County,"Lenawee County, Michigan",Lenawee County26,48159
Detroit Red Wings,"Clinton, MI",Clinton, MI,MI,Michigan,26,County,Clinton County,"Clinton County, Michigan",Clinton County26,19025
Detroit Red Wings,"Allen, IN",Allen, IN,IN,Indiana,18,County,Allen County,"Allen County, Indiana",Allen County18,#N/A
Detroit Red Wings,"Marquette, MI",Marquette, MI,MI,Michigan,26,County,Marquette County,"Marquette County, Michigan",Marquette County26,12069
Detroit Red Wings,"Shiawassee, MI",Shiawassee, MI,MI,Michigan,26,County,Shiawassee County,"Shiawassee County, Michigan",Shiawassee County26,47059
Detroit Red Wings,"Chippewa, MI",Chippewa, MI,MI,Michigan,26,County,Chippewa County,"Chippewa County, Michigan",Chippewa County26,19025
Detroit Red Wings,"Huron, MI",Huron, MI,MI,Michigan,26,County,Huron County,"Huron County, Michigan",Huron County26,31045
